model,canonical,app_selectable,responses_api,batch_api,app_live,app_batch,strict_json_schema,reasoning_effort,reasoning_mode,reasoning_summary,temperature_top_p,file_id_input,image_input,pdf_input,file_search_vector_stores,image_detail,context_window,max_input_tokens,max_output_tokens,service_tier_live,service_tier_batch,prompt_cache_retention,prompt_cache_options,all_documented_features,all_documented_endpoints,notes,source,source_sha256
gpt-daybreak-red-latest,gpt-daybreak-red-latest,True,True,False,True,False,True,,,"auto,detailed",omit,True,True,True,True,"auto,low,high",400000,272000,128000,"auto,default","auto,default",in_memory,False,"apply_patch,code_interpreter,computer_use,file_search,function_calling,hosted_shell,image_generation,image_input,mcp,prompt_caching,skills,streaming,structured_outputs,tool_search,web_search,file_uploads",v1/responses,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-daybreak-red-latest,4717757db50cbb6c64084ab5165c604f86763bfea38ece72d29172187a945fac
gpt-image-1,gpt-image-1,False,True,True,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,inpainting,"v1/responses,v1/batch,v1/images/generations,v1/images/edits",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-image-1,b186531f5f5552fdf2797863ea0e5d6f781ee4cdf7028847eacd4368b7b47730
gpt-image-1-mini,gpt-image-1-mini,False,False,True,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,,"v1/batch,v1/images/generations,v1/images/edits",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-image-1-mini,3a9e4d825b2769dd4573f66d0114b40bfe74cf6dd3a463df10aa5153800c301e
gpt-image-1.5,gpt-image-1.5,False,False,True,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,inpainting,"v1/batch,v1/images/generations,v1/images/edits",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-image-1.5,0a658ece0bf09303af194b464ed21e745fe7deea37dcadfbde8a63ca49abc7d2
gpt-image-1.5-2025-12-16,gpt-image-1.5,False,False,True,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,inpainting,"v1/batch,v1/images/generations,v1/images/edits",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-image-1.5,0a658ece0bf09303af194b464ed21e745fe7deea37dcadfbde8a63ca49abc7d2
gpt-image-2,gpt-image-2,False,False,True,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,inpainting,"v1/batch,v1/images/generations,v1/images/edits",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-image-2,d0409cfc7db8815879dea068872304b491b9eca873b40746b1357c8ee3996ce6
gpt-image-2-2026-04-21,gpt-image-2,False,False,True,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,inpainting,"v1/batch,v1/images/generations,v1/images/edits",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-image-2,d0409cfc7db8815879dea068872304b491b9eca873b40746b1357c8ee3996ce6
gpt-image-2.5-flare,gpt-image-2.5-flare,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,inpainting,"v1/images/generations,v1/images/edits",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-image-2.5-flare,ea8a67de49d4d0f4e72d269b98fbc41416b16d9f94204e506bce683a2ff3dfd1
gpt-image-2.5-flare-2026-09-08,gpt-image-2.5-flare,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,inpainting,"v1/images/generations,v1/images/edits",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-image-2.5-flare,ea8a67de49d4d0f4e72d269b98fbc41416b16d9f94204e506bce683a2ff3dfd1
gpt-image-2.5-sunburst,gpt-image-2.5-sunburst,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,inpainting,"v1/images/generations,v1/images/edits",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-image-2.5-sunburst,5ab0011e5797928d72cd1af4847423d44e78952234b1866271732a52d4a15955
gpt-image-2.5-sunburst-2026-09-08,gpt-image-2.5-sunburst,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,inpainting,"v1/images/generations,v1/images/edits",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-image-2.5-sunburst,5ab0011e5797928d72cd1af4847423d44e78952234b1866271732a52d4a15955
gpt-live-transcribe,gpt-live-transcribe,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,streaming,v1/realtime/transcription_sessions,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-live-transcribe,cb90abfc0822257e25dc8a6f75f453b4f1cd8cec992b6a02ec1398ad52e20d53
gpt-oss-120b,gpt-oss-120b,True,True,True,True,True,True,,,"auto,detailed",omit,True,False,False,False,"auto,low,high",131072,,131072,"auto,default","auto,default",,False,"code_interpreter,function_calling,mcp,streaming,structured_outputs,web_search,file_uploads","v1/responses,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-oss-120b,beecc911ddebe9abc6136701c65ea005df5d6d809b21732bcdce20bfd28e79f6
gpt-oss-20b,gpt-oss-20b,True,True,True,True,True,True,,,"auto,detailed",omit,True,False,False,False,"auto,low,high",131072,,131072,"auto,default","auto,default",,False,"code_interpreter,function_calling,mcp,streaming,structured_outputs,web_search,file_uploads","v1/responses,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-oss-20b,bf93768d75201d21fbff202ad3a7f6e331e60fe74170957f265aada7a39366a0
gpt-realtime,gpt-realtime,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",32000,,4096,"auto,default","auto,default",in_memory,False,"function_calling,prompt_caching",v1/realtime,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-realtime,35e415aba1cc60911e12ade38c47565833171aefdd99f4717ecc80161e8add96
gpt-realtime-1.5,gpt-realtime-1.5,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",32000,,4096,"auto,default","auto,default",in_memory,False,"function_calling,prompt_caching",v1/realtime,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-realtime-1.5,58a88081d2353563349d02deea1894bfec2fba74edce241e7b7ee2ee1e83b9cc
gpt-realtime-2,gpt-realtime-2,False,False,False,False,False,False,,,"auto,detailed",omit,False,False,False,False,"auto,low,high",128000,,32000,"auto,default","auto,default",in_memory,False,"function_calling,prompt_caching",v1/realtime,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-realtime-2,20d012f3cfe6a2b917a49529a05e640a88d4ba4b578a07f9ba67f64a40f470ca
gpt-realtime-2.1,gpt-realtime-2.1,False,False,False,False,False,False,,,"auto,detailed",omit,False,False,False,False,"auto,low,high",128000,,32000,"auto,default","auto,default",in_memory,False,"function_calling,prompt_caching",v1/realtime,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-realtime-2.1,d4334816945e326392cbea854ecd481102166e5a5686c201ddc6a7a7dbf826da
gpt-realtime-2.1-mini,gpt-realtime-2.1-mini,False,False,False,False,False,False,,,"auto,detailed",omit,False,False,False,False,"auto,low,high",128000,,32000,"auto,default","auto,default",in_memory,False,"function_calling,prompt_caching",v1/realtime,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-realtime-2.1-mini,8b3d06101954d85108daa5316ae9a05d5f9e57d0deab2c9b764079a3d69315f6
gpt-realtime-2025-08-28,gpt-realtime,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",32000,,4096,"auto,default","auto,default",in_memory,False,"function_calling,prompt_caching",v1/realtime,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-realtime,35e415aba1cc60911e12ade38c47565833171aefdd99f4717ecc80161e8add96
gpt-realtime-mini,gpt-realtime-mini,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",32000,,4096,"auto,default","auto,default",in_memory,False,"function_calling,prompt_caching",v1/realtime,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-realtime-mini,cd5c334f913337a574e5860096efe98b6b966155d45ce0826457486a2e2ee0ef
gpt-realtime-mini-2025-10-06,gpt-realtime-mini,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",32000,,4096,"auto,default","auto,default",in_memory,False,"function_calling,prompt_caching",v1/realtime,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-realtime-mini,cd5c334f913337a574e5860096efe98b6b966155d45ce0826457486a2e2ee0ef
gpt-realtime-mini-2025-12-15,gpt-realtime-mini,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",32000,,4096,"auto,default","auto,default",in_memory,False,"function_calling,prompt_caching",v1/realtime,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-realtime-mini,cd5c334f913337a574e5860096efe98b6b966155d45ce0826457486a2e2ee0ef
gpt-realtime-translate,gpt-realtime-translate,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",16000,,2000,"auto,default","auto,default",,False,streaming,v1/realtime/translations,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-realtime-translate,c419ffd858b6c3866a6961d3ffd529ca2844ac5a8eeeadf7aeba0610da684275
gpt-realtime-whisper,gpt-realtime-whisper,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",16000,,2000,"auto,default","auto,default",,False,streaming,v1/realtime/transcription_sessions,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-realtime-whisper,b9b99bfb6217efe3caabd4479bf3de9e93bcf488eded11248099702db07c3fc5
gpt-transcribe,gpt-transcribe,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,streaming,"v1/realtime/transcription_sessions,v1/audio/transcriptions",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/gpt-transcribe,c9535be1c6604024cc543d7a5a5df75cc2ae741fa2bf76abfadb31bd1e6fd5e0
o1,o1,True,True,True,True,True,True,"low,medium,high",,"auto,detailed",omit,True,True,True,True,"auto,low,high",200000,,100000,"auto,default","auto,default",,False,"file_search,file_uploads,function_calling,image_input,mcp,streaming,structured_outputs","v1/chat/completions,v1/responses,v1/assistants,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o1,fe28dab28a27e8720a4e75b76637da89174786bf25777cd4e1bf3a375d3826e8
o1-2024-12-17,o1,True,True,True,True,True,True,"low,medium,high",,"auto,detailed",omit,True,True,True,True,"auto,low,high",200000,,100000,"auto,default","auto,default",,False,"file_search,file_uploads,function_calling,image_input,mcp,streaming,structured_outputs","v1/chat/completions,v1/responses,v1/assistants,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o1,fe28dab28a27e8720a4e75b76637da89174786bf25777cd4e1bf3a375d3826e8
o1-mini,o1-mini,False,False,False,False,False,False,,,"auto,detailed",omit,True,False,False,True,"auto,low,high",128000,,65536,"auto,default","auto,default",,False,"code_interpreter,file_search,file_uploads,mcp,streaming","v1/chat/completions,v1/assistants",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o1-mini,182e0a8ab3809a18d559d0f48c9facb5f402d51e315cfbca34dd7ab1332c2304
o1-mini-2024-09-12,o1-mini,False,False,False,False,False,False,,,"auto,detailed",omit,True,False,False,True,"auto,low,high",128000,,65536,"auto,default","auto,default",,False,"code_interpreter,file_search,file_uploads,mcp,streaming","v1/chat/completions,v1/assistants",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o1-mini,182e0a8ab3809a18d559d0f48c9facb5f402d51e315cfbca34dd7ab1332c2304
o1-preview,o1-preview,False,False,False,False,False,True,,,"auto,detailed",omit,True,False,False,True,"auto,low,high",128000,,32768,"auto,default","auto,default",,False,"file_search,file_uploads,function_calling,streaming,structured_outputs","v1/chat/completions,v1/assistants",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o1-preview,97526aa4f88b2eccf07a41dd878205acd6746ceb6c6dc1304a7953e8e9acad43
o1-preview-2024-09-12,o1-preview,False,False,False,False,False,True,,,"auto,detailed",omit,True,False,False,True,"auto,low,high",128000,,32768,"auto,default","auto,default",,False,"file_search,file_uploads,function_calling,streaming,structured_outputs","v1/chat/completions,v1/assistants",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o1-preview,97526aa4f88b2eccf07a41dd878205acd6746ceb6c6dc1304a7953e8e9acad43
o1-pro,o1-pro,True,True,True,True,True,True,high,,"auto,detailed",omit,True,True,True,True,"auto,low,high",200000,,100000,"auto,default","auto,default",,False,"file_search,function_calling,image_input,mcp,structured_outputs,file_uploads","v1/responses,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o1-pro,1c25ec80c2ed0b82dc4314879c10a0a23596e719ed8c84ec0bbdcf74679846a3
o1-pro-2025-03-19,o1-pro,True,True,True,True,True,True,high,,"auto,detailed",omit,True,True,True,True,"auto,low,high",200000,,100000,"auto,default","auto,default",,False,"file_search,function_calling,image_input,mcp,structured_outputs,file_uploads","v1/responses,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o1-pro,1c25ec80c2ed0b82dc4314879c10a0a23596e719ed8c84ec0bbdcf74679846a3
o3,o3,True,True,True,True,True,True,"low,medium,high",,"auto,detailed",omit,True,True,True,True,"auto,low,high",200000,,100000,"auto,default,flex,priority","auto,default",in_memory,False,"code_interpreter,evals,file_search,file_uploads,function_calling,image_generation,image_input,mcp,prompt_caching,stored_completions,streaming,structured_outputs,web_search","v1/chat/completions,v1/responses,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o3,c26b69204fbb62110463c4668b610f1b0137b12e1f6ee516338adce80eaa2426
o3-2025-04-16,o3,True,True,True,True,True,True,"low,medium,high",,"auto,detailed",omit,True,True,True,True,"auto,low,high",200000,,100000,"auto,default,flex,priority","auto,default",in_memory,False,"code_interpreter,evals,file_search,file_uploads,function_calling,image_generation,image_input,mcp,prompt_caching,stored_completions,streaming,structured_outputs,web_search","v1/chat/completions,v1/responses,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o3,c26b69204fbb62110463c4668b610f1b0137b12e1f6ee516338adce80eaa2426
o3-deep-research,o3-deep-research,False,True,True,False,False,False,,,"auto,detailed",omit,True,True,True,False,"auto,low,high",200000,,100000,"auto,default","auto,default",in_memory,False,"code_interpreter,evals,file_uploads,image_input,mcp,prompt_caching,stored_completions,streaming,web_search","v1/responses,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o3-deep-research,f015fea9010d30bb1e79a37e3d0bdad1f50a85507d85594916733f3bb9a12368
o3-deep-research-2025-06-26,o3-deep-research,False,True,True,False,False,False,,,"auto,detailed",omit,True,True,True,False,"auto,low,high",200000,,100000,"auto,default","auto,default",in_memory,False,"code_interpreter,evals,file_uploads,image_input,mcp,prompt_caching,stored_completions,streaming,web_search","v1/responses,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o3-deep-research,f015fea9010d30bb1e79a37e3d0bdad1f50a85507d85594916733f3bb9a12368
o3-mini,o3-mini,True,True,True,True,True,True,"low,medium,high",,"auto,detailed",omit,True,False,False,True,"auto,low,high",200000,,100000,"auto,default","auto,default",,False,"code_interpreter,file_search,file_uploads,function_calling,image_generation,mcp,streaming,structured_outputs","v1/chat/completions,v1/responses,v1/assistants,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o3-mini,b6693b83efb2bb34658a4becca74eb83e6ed4e4d5d56b2bccb8126eb30fdce50
o3-mini-2025-01-31,o3-mini,True,True,True,True,True,True,"low,medium,high",,"auto,detailed",omit,True,False,False,True,"auto,low,high",200000,,100000,"auto,default","auto,default",,False,"code_interpreter,file_search,file_uploads,function_calling,image_generation,mcp,streaming,structured_outputs","v1/chat/completions,v1/responses,v1/assistants,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o3-mini,b6693b83efb2bb34658a4becca74eb83e6ed4e4d5d56b2bccb8126eb30fdce50
o3-pro,o3-pro,True,True,True,True,True,True,high,,"auto,detailed",omit,True,True,True,True,"auto,low,high",200000,,100000,"auto,default","auto,default",,False,"file_search,function_calling,image_generation,image_input,mcp,structured_outputs,web_search,file_uploads","v1/responses,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o3-pro,2555a00fbcadb8b4009ba1f7c9d6b6f32c070d1bfa8a1055f9e99f2f7d1dc681
o3-pro-2025-06-10,o3-pro,True,True,True,True,True,True,high,,"auto,detailed",omit,True,True,True,True,"auto,low,high",200000,,100000,"auto,default","auto,default",,False,"file_search,function_calling,image_generation,image_input,mcp,structured_outputs,web_search,file_uploads","v1/responses,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o3-pro,2555a00fbcadb8b4009ba1f7c9d6b6f32c070d1bfa8a1055f9e99f2f7d1dc681
o4-mini,o4-mini,True,True,True,True,True,True,"low,medium,high",,"auto,detailed",omit,True,True,True,True,"auto,low,high",200000,,100000,"auto,default,flex,priority","auto,default",in_memory,False,"code_interpreter,evals,file_search,file_uploads,fine_tuning,function_calling,image_input,mcp,prompt_caching,stored_completions,streaming,structured_outputs,web_search","v1/chat/completions,v1/responses,v1/batch,v1/fine-tuning",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o4-mini,4745656e8caba44730d4cebb1ac5b1f86a229bee00c4d0b0fb401607ba370cb0
o4-mini-2025-04-16,o4-mini,True,True,True,True,True,True,"low,medium,high",,"auto,detailed",omit,True,True,True,True,"auto,low,high",200000,,100000,"auto,default,flex,priority","auto,default",in_memory,False,"code_interpreter,evals,file_search,file_uploads,fine_tuning,function_calling,image_input,mcp,prompt_caching,stored_completions,streaming,structured_outputs,web_search","v1/chat/completions,v1/responses,v1/batch,v1/fine-tuning",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o4-mini,4745656e8caba44730d4cebb1ac5b1f86a229bee00c4d0b0fb401607ba370cb0
o4-mini-deep-research,o4-mini-deep-research,False,True,True,False,False,False,,,"auto,detailed",omit,True,True,True,False,"auto,low,high",200000,,100000,"auto,default","auto,default",in_memory,False,"code_interpreter,evals,file_uploads,image_input,mcp,prompt_caching,stored_completions,streaming,web_search","v1/responses,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o4-mini-deep-research,ca4798ddde816b71d18c4b985e91cea9c94a36caaaf773f607bf44a2a64a9436
o4-mini-deep-research-2025-06-26,o4-mini-deep-research,False,True,True,False,False,False,,,"auto,detailed",omit,True,True,True,False,"auto,low,high",200000,,100000,"auto,default","auto,default",in_memory,False,"code_interpreter,evals,file_uploads,image_input,mcp,prompt_caching,stored_completions,streaming,web_search","v1/responses,v1/batch",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/o4-mini-deep-research,ca4798ddde816b71d18c4b985e91cea9c94a36caaaf773f607bf44a2a64a9436
omni-moderation-2024-09-26,omni-moderation-latest,False,False,True,False,False,False,,,,omit,False,True,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,image_input,"v1/batch,v1/moderations",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/omni-moderation-latest,66dc3745df43f50d5a231891520ec0371f697ef5c73ba874039823e8f93dd684
omni-moderation-latest,omni-moderation-latest,False,False,True,False,False,False,,,,omit,False,True,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,image_input,"v1/batch,v1/moderations",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/omni-moderation-latest,66dc3745df43f50d5a231891520ec0371f697ef5c73ba874039823e8f93dd684
sora-2,sora-2,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,,v1/videos,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/sora-2,b084220db6c408b3feae73f742c1393b4a425bf2383d337dccf4e1b14c088c76
sora-2-2025-10-06,sora-2,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,,v1/videos,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/sora-2,b084220db6c408b3feae73f742c1393b4a425bf2383d337dccf4e1b14c088c76
sora-2-2025-12-08,sora-2,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,,v1/videos,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/sora-2,b084220db6c408b3feae73f742c1393b4a425bf2383d337dccf4e1b14c088c76
sora-2-pro,sora-2-pro,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,,v1/videos,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/sora-2-pro,1a62dceee9cde6513db8df80ee0d243e8ba2c0e07aa1ae2f7e7cbb75d394f91b
sora-2-pro-2025-10-06,sora-2-pro,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,,v1/videos,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/sora-2-pro,1a62dceee9cde6513db8df80ee0d243e8ba2c0e07aa1ae2f7e7cbb75d394f91b
text-embedding-3-large,text-embedding-3-large,False,False,True,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,,"v1/batch,v1/embeddings",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/text-embedding-3-large,0aaa5a1fe64c35ee0c8d03320c70852c1944537208a9e40107c0587edb76dcee
text-embedding-3-small,text-embedding-3-small,False,False,True,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,,"v1/batch,v1/embeddings",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/text-embedding-3-small,7e02cd4783c5ebf39211b8c821f51518c10c54ee69432d8294d31a47e799c145
text-embedding-ada-002,text-embedding-ada-002,False,False,True,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,,"v1/batch,v1/embeddings",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/text-embedding-ada-002,a6f74af09333ddb89b646dbd76593d4d1d21f12be6fcf220b970d5b195a4587a
text-moderation-007,text-moderation-latest,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,32768,"auto,default","auto,default",,False,,v1/moderations,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/text-moderation-latest,f837d440d08c426ab42b375664b80d19e22815936330a6e384749273646e88d3
text-moderation-latest,text-moderation-latest,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,32768,"auto,default","auto,default",,False,,v1/moderations,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/text-moderation-latest,f837d440d08c426ab42b375664b80d19e22815936330a6e384749273646e88d3
text-moderation-stable,text-moderation-stable,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,32768,"auto,default","auto,default",,False,,v1/moderations,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/text-moderation-stable,b5fcb27827927cae663e4fbcc5dd1ee9cf30ecf850dfdac53df39ad324a92d33
tts-1,tts-1,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,,v1/audio/speech,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/tts-1,90c7567c606c526adcf9168054c6806b75e62294c28449114ec8a360482d4daf
tts-1-hd,tts-1-hd,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,,v1/audio/speech,Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/tts-1-hd,67635b5c7d26b5d7b357d78bb1ea34fec4e4e37fc5fe560085ae210868e20416
whisper-1,whisper-1,False,False,False,False,False,False,,,,omit,False,False,False,False,"auto,low,high",,,,"auto,default","auto,default",,False,,"v1/audio/transcriptions,v1/audio/translations",Sampling aplikace neposílá; u variant bez jednoznačného parametrového kontraktu není volba doložena.,https://developers.openai.com/api/docs/models/whisper-1,8b9df9f135a19289a5f9c1943de8425b96b5ccaa4a0949b268a9f7d81adf2fd1
